gene_id	041017C1d150S1	041017E1d150S2	041917E1d14S1	041917F1d14S2
Rabac1	0	0	0	0
Rabep1	2	56	2	12
Rabep2	0	0	0	0
Rabepk	0	0	0	2
Rabgap1	66	35	28	44
Rabgap1l	0	0	0	0
Rabgef1	0	0	0	0
Rabggta	1507	1748	1206	975
Rabggtb	0	0	0	0
Rabif	0	0	0	0
Rabl2	0	0	0	0
Rabl3	355	576	561	568
Rabl6	0	0	1	0
Rac1	21	4	0	13
Rac2	0	0	0	0
Rac3	0	0	0	0
Racgap1	0	0	0	3
Rad1	7	18	5	2
Rad17	1	0	0	0
Rad18	4	0	12	2
Rad21	0	0	0	0
Rad21l	0	0	0	0
Rad23a	0	0	0	0
Rad23b	105	132	70	44
Rad50	125	151	124	76
Rad51	31	37	26	16
Rad51ap1	49	61	54	42
Rad51ap2	0	0	0	0
Rad51b	9	12	7	9
Rad51c	40	8	19	7
Rad51d	7314	6837	6015	3952
Rad52	69	96	110	252
Rad54b	0	0	1	0
Rad54l	0	0	5	1
Rad54l2	4	19	11	11
Rad9a	2073	2381	1178	965
Rad9b	0	0	0	0
Radil	0	0	0	0
Rae1	0	0	0	0
Raet1a	0	0	0	2
Raet1b	0	0	0	0
Raet1c	0	0	0	0
Raet1d	0	0	0	0
Raet1e	0	0	0	0
Raf1	170	139	173	125
Rag1	0	1	0	0
Rag2	0	0	0	0
Rai1	17	0	0	1
Rai14	0	5	0	0
Rai2	0	0	0	0
Rala	5	19	35	8
Ralb	0	0	0	0
Ralbp1	0	0	0	0
Ralgapa1	9383	6565	3242	5796
Ralgapa2	9	124	26	1
Ralgapb	34	27	20	28
Ralgds	34	13	11	23
Ralgps1	0	0	1	0
Ralgps2	2	0	0	2
Raly	0	0	0	0
Ralyl	0	0	0	0
Ramp1	0	0	0	0
Ramp2	0	0	0	0
Ramp3	0	0	0	1
Ran	0	0	0	0
Ranbp1	3664	3145	4019	7556
Ranbp10	5	0	0	0
Ranbp17	0	0	0	0
Ranbp2	0	0	0	0
Ranbp3	223	388	189	138
Ranbp3l	42	17	30	26
Ranbp6	0	0	4	27
Ranbp9	8	21	22	29
Rangap1	0	28	23	3
Rangrf	0	0	0	0
Rap1a	1856	1915	4051	3403
Rap1b	0	0	0	0
Rap1gap	47	48	36	24
Rap1gap2	4	0	5	7
Rap1gds1	0	0	0	0
Rap2a	0	0	0	0
Rap2b	0	0	0	0
Rap2c	0	0	0	0
Rapgef1	51	36	66	53
Rapgef2	28	0	32	25
Rapgef3	0	0	0	0
Rapgef4	0	0	0	0
Rapgef5	48	52	44	67
Rapgef6	978	929	2264	2236
Rapgefl1	0	1	0	11
Raph1	35	2	20	71
Rapsn	5	9	14	11
Rara	0	0	0	0
Rarb	2	0	0	2
Rarg	104	108	47	27
Rarres1	0	0	0	0
Rarres2	0	0	0	0
Rars	0	0	0	0
Rars2	74	59	145	113
Rasa1	1	0	0	0
Rasa2	36	17	2	5
Rasa3	7623	7911	3261	2977
Rasa4	63	40	7	3
Rasal1	8	30	4	10
Rasal2	179	146	169	272
Rasal3	113	52	15	67
Rasd1	1	0	3	0
Rasd2	0	0	0	0
Rasef	0	0	0	0
Rasgef1a	4	48	14	0
Rasgef1b	0	0	0	0
Rasgef1c	151	86	30	31
Rasgrf1	288	247	192	354
Rasgrf2	0	0	0	0
Rasgrp1	0	0	0	0
Rasgrp2	2621	2911	2912	3079
Rasgrp3	0	0	0	0
Rasgrp4	1314	1463	1121	1413
Rasip1	0	0	0	0
Rasl10a	0	0	0	0
Rasl10b	0	0	0	0
Rasl11a	0	0	0	0
Rasl11b	0	0	0	0
Rasl12	99	166	142	58
Rasl2-9	0	0	0	0
Rassf1	0	0	0	0
Rassf10	32	0	0	2
Rassf2	0	0	0	0
Rassf3	0	0	0	0
Rassf4	0	0	0	0
Rassf5	0	0	0	0
Rassf6	0	0	0	0
Rassf7	0	0	0	0
Rassf8	0	0	0	0
Rassf9	0	0	0	0
Raver1	62	82	71	66
Raver1-fdx1l	0	0	0	0
Raver2	0	0	0	0
Rax	0	0	0	0
Rb1	0	0	0	0
Rb1cc1	641	896	821	288
Rbak	0	0	7	1
Rbakdn	0	0	0	0
Rbbp4	276	263	237	177
Rbbp5	0	0	0	0
Rbbp6	0	0	0	0
Rbbp7	0	0	0	0
Rbbp8	2	0	2	0
Rbbp8nl	0	0	7	0
Rbbp9	3	0	0	0
Rbck1	0	0	0	0
Rbfa	0	0	0	0
Rbfox1	0	0	0	0
Rbfox2	0	0	0	0
Rbfox3	0	0	0	0
Rbks	0	0	0	0
Rbl1	1221	1329	936	923
Rbl2	0	0	5	0
Rbm10	211	117	110	119
Rbm11	0	0	38	47
Rbm12	55	34	44	22
Rbm12b1	0	0	0	0
Rbm12b2	216	162	398	297
Rbm14	1842	2241	1304	988
Rbm14-rbm4	0	0	0	0
Rbm15	0	0	0	0
Rbm15b	0	0	0	0
Rbm17	4	0	0	0
Rbm18	0	0	0	0
Rbm19	0	0	0	0
Rbm20	0	0	0	14
Rbm22	1	1	0	0
Rbm24	0	0	0	0
Rbm25	0	0	0	0
Rbm26	7	12	2	20
Rbm27	0	0	0	0
Rbm28	270	401	146	85
Rbm3	0	0	0	0
Rbm31y	0	0	0	0
Rbm33	0	1	0	0
Rbm34	0	0	0	0
Rbm38	109	225	132	29
Rbm39	40	21	16	26
Rbm3os	0	0	0	0
Rbm4	59	41	48	52
Rbm41	0	0	1	0
Rbm42	71	31	8	28
Rbm43	146	203	287	163
Rbm44	2	2	0	0
Rbm45	0	0	0	0
Rbm46	0	18	0	2
Rbm46os	0	0	0	0
Rbm47	492	289	411	458
Rbm48	1426	1991	1781	1210
Rbm4b	518	944	746	517
Rbm5	84	129	76	117
Rbm6	42	17	38	72
Rbm7	0	0	0	0
Rbm8a	0	0	1	0
Rbms1	0	0	0	0
Rbms2	40	86	94	99
Rbms3	0	0	0	0
Rbmx	0	0	0	0
Rbmx2	0	0	0	0
Rbmxl1	0	0	0	0
Rbmxl2	0	0	0	0
Rbmy	0	0	0	0
Rbp1	0	0	0	0
Rbp2	41	78	49	108
Rbp3	0	0	0	0
Rbp4	0	0	0	0
Rbp7	0	0	0	0
Rbpj	0	0	0	0
Rbpjl	0	0	0	0
Rbpms	0	0	0	0
Rbpms2	0	0	9	11
Rbx1	16	57	13	14
Rc3h1	0	0	0	0
Rc3h2	27	22	16	35
Rcan1	576	69	163	142
Rcan2	4	0	2	0
Rcan3	1219	1357	2475	1559
Rcbtb1	0	0	0	0
Rcbtb2	0	0	0	0
Rcc1	529	315	769	1033
Rcc2	0	0	0	0
Rccd1	0	0	0	0
Rce1	1359	987	1367	1533
Rchy1	0	0	0	0
Rcl1	25	0	17	0
Rcn1	1	3	0	2
Rcn2	0	0	3	1
Rcn3	0	0	0	0
Rcor1	0	0	0	0
Rcor2	777	784	720	755
Rcor3	0	0	0	0
Rcsd1	0	0	0	0
Rcvrn	0	0	0	0
Rd3	0	0	0	0
Rd3l	28	14	7	15
Rdh1	396	284	458	709
Rdh10	0	0	0	0
Rdh11	0	0	0	0
Rdh12	0	1	0	0
Rdh13	106	120	54	36
Rdh14	0	0	0	0
Rdh16	46	60	58	52
Rdh18-ps	665	593	855	1054
Rdh19	0	15	0	36
Rdh5	0	0	0	0
Rdh7	1	20	5	8
Rdh8	153	172	84	55
Rdh9	417	474	485	377
Rdm1	302	278	163	166
Rdx	0	0	8	0
Rec8	0	0	0	0
Reck	6	13	1	5
Recql	127	85	314	170
Recql4	6	14	9	14
Recql5	149	182	74	32
Redrum	0	0	0	0
Reep1	0	1	17	0
Reep2	0	0	0	0
Reep3	669	551	546	231
Reep4	97	141	55	14
Reep5	0	0	9	0
Reep6	40	22	14	2
Reg1	0	0	0	0
Reg2	0	0	0	0
Reg3a	0	0	0	0
Reg3b	0	0	0	0
Reg3d	0	0	0	0
Reg3g	0	0	0	0
Reg4	0	0	0	0
Rel	511	243	413	215
Rela	4430	5094	3177	1766
Relb	29	17	8	15
Rell1	0	0	0	0
Rell2	0	0	0	0
Reln	182	224	430	169
Relt	0	0	0	0
Rem1	2	3	1	2
Rem2	0	0	0	0
Ren1	0	0	0	0
Ren2	0	0	0	4
Renbp	0	0	0	0
Rep15	0	0	0	0
Repin1	94	263	87	45
Reps1	0	0	0	0
Reps2	0	0	0	0
Rer1	0	41	15	9
Rere	1	35	0	2
Rerg	0	0	0	0
Rergl	0	0	0	0
Resp18	0	0	2	2
Rest	0	0	0	0
Ret	0	0	0	0
Retn	0	0	0	0
Retnla	0	0	0	0
Retnlb	0	0	0	0
Retnlg	0	0	0	0
Retsat	0	1	1	2
Rev1	33	40	24	26
Rev3l	45	25	7	7
Rex2	1	0	1	1
Rexo1	47	70	87	11
Rexo2	0	0	0	0
Rexo4	0	1	0	0
Rfc1	22	18	7	26
Rfc2	1	0	0	0
Rfc3	0	0	0	0
Rfc4	811	483	2317	2182
Rfc5	0	2	0	0
Rfesd	0	0	0	0
Rffl	131	158	73	41
Rfk	79	74	60	118
Rfng	0	0	0	0
Rfpl3s	405	314	208	204
Rfpl4	0	0	0	0
Rfpl4b	0	0	0	0
Rft1	0	0	0	0
Rftn1	0	0	0	0
Rftn2	88	31	83	78
Rfwd2	1	2	1	1
Rfwd3	0	2	0	0
Rfx1	105	0	12	17
Rfx2	2	3	4	1
Rfx3	0	3	1	7
Rfx4	0	0	0	0
Rfx5	0	3	1	0
Rfx6	1	1	0	0
Rfx7	0	0	0	1
Rfx8	0	0	0	0
Rfxank	0	0	0	0
Rfxap	0	0	0	0
Rgag1	0	0	0	0
Rgag4	0	0	0	0
Rgcc	0	0	0	0
Rgl1	0	0	0	0
Rgl2	0	1	0	0
Rgl3	0	0	0	0
Rgma	0	0	0	0
Rgmb	0	0	0	1
Rgn	0	0	0	0
Rgp1	1258	1462	1100	1080
Rgr	0	0	0	0
Rgs1	0	0	0	0
Rgs10	0	0	0	0
Rgs11	9	85	41	20
Rgs12	16	1	58	8
Rgs13	0	0	0	0
Rgs14	43	0	27	40
Rgs16	83	71	175	50
Rgs17	1	27	0	0
Rgs18	0	0	0	0
Rgs19	0	0	0	0
Rgs2	0	0	0	0
Rgs20	0	0	0	0
Rgs21	0	0	0	0
Rgs22	113	95	152	192
Rgs3	0	0	0	0
Rgs4	0	0	0	0
Rgs5	0	0	0	0
Rgs6	3	2	18	4
Rgs7	0	0	0	1
Rgs7bp	169	120	265	155
Rgs8	20	24	30	9
Rgs9	1589	2025	871	986
Rgs9bp	0	0	0	0
Rgsl1	36	15	60	14
Rhag	0	0	0	0
Rhbdd1	0	1	1	2
Rhbdd2	218	222	155	121
Rhbdd3	0	19	7	2
Rhbdf1	0	0	0	0
Rhbdf2	129	162	182	86
Rhbdl1	0	0	0	0
Rhbdl2	0	0	0	0
Rhbdl3	0	0	11	0
Rhbg	160	106	32	15
Rhcg	0	0	0	0
Rhd	222	241	159	245
Rheb	1	0	7	12
Rhebl1	1	1	0	0
Rhno1	47	42	32	31
Rho	0	0	0	0
Rhoa	0	0	0	0
Rhob	0	0	0	0
Rhobtb1	2	0	0	0
Rhobtb2	0	0	0	0
Rhobtb3	0	0	0	5
Rhoc	0	0	0	0
Rhod	0	0	2	0
Rhof	132	157	201	176
Rhog	0	0	0	0
Rhoh	0	0	0	0
Rhoj	0	0	0	0
Rhoq	0	0	0	0
Rhot1	3699	3004	2333	3010
Rhot2	0	1	0	0
Rhou	0	0	0	0
Rhov	0	0	4	0
Rhox1	0	0	0	0
Rhox10	0	0	0	0
Rhox11	0	0	0	0
Rhox12	1	0	0	0
Rhox13	0	1	0	0
Rhox2a	0	0	0	0
Rhox2b	0	0	0	0
Rhox2c	0	0	0	0
Rhox2d	0	0	0	0
Rhox2e	0	0	0	0
Rhox2f	0	0	0	0
Rhox2g	0	0	0	0
Rhox2h	0	0	0	0
Rhox3a	0	0	0	0
Rhox3c	0	0	0	0
Rhox3e	0	0	0	0
Rhox3f	0	0	0	0
Rhox3g	0	0	0	0
Rhox3h	0	0	0	0
Rhox4a	0	0	0	0
Rhox4b	0	0	0	0
Rhox4c	0	0	0	0
Rhox4d	0	0	0	0
Rhox4e	0	0	0	0
Rhox4f	0	0	0	0
Rhox4g	0	0	0	0
Rhox5	0	0	0	0
Rhox6	0	0	0	0
Rhox7	0	0	0	1
Rhox8	0	0	0	0
Rhox9	0	2	0	0
Rhpn1	0	0	0	4
Rhpn2	0	0	0	0
Rian	0	0	0	0
Ribc1	0	0	0	0
Ribc2	0	0	0	0
Ric3	271	331	518	863
Ric8	223	158	143	141
Ric8b	0	0	0	12
Rictor	0	13	7	7
Rif1	0	47	0	0
Riiad1	0	0	0	0
Rilp	13	0	6	3
Rilpl1	21	37	0	0
Rilpl2	3	18	0	0
Rimbp2	0	9	0	0
Rimbp3	0	0	0	0
Rimkla	0	0	0	0
Rimklb	1	0	0	0
Rims1	0	0	0	0
Rims2	0	0	0	0
Rims3	0	0	15	11
Rims4	5	5	0	0
Rin1	1	0	0	23
Rin2	0	0	0	0
Rin3	31	64	64	29
Ring1	0	1	1	0
Rinl	13	7	10	3
Rint1	0	0	0	0
Riok1	16	34	18	1
Riok2	36	40	1	0
Riok3	20	1	5	1
Ripk1	287	377	575	334
Ripk2	0	0	0	0
Ripk3	0	0	0	0
Ripk4	0	0	2	0
Ripply1	0	0	0	0
Ripply2	0	0	0	0
Ripply3	0	0	0	0
Rit1	657	851	890	940
Rit2	0	0	0	0
Rita1	0	0	0	0
Rlbp1	0	0	0	3
Rlf	1	0	0	0
Rlim	0	3	0	0
Rln1	0	0	0	1
Rln3	0	0	1	0
Rltpr	0	0	0	0
Rmdn1	131	227	91	39
Rmdn2	0	0	0	0
Rmdn3	0	0	0	0
Rmi1	0	0	0	0
Rmi2	206	62	221	272
Rmnd1	0	0	0	0
Rmnd5a	28	7	6	31
Rmnd5b	203	157	52	208
Rmrp	10	23	12	12
Rmst	0	1	0	0
Rn45s	0	0	0	0
Rn4.5s	0	0	0	0
Rnase1	0	0	0	0
Rnase10	0	0	0	0
Rnase11	0	0	0	0
Rnase12	0	0	0	0
Rnase13	0	0	0	0
Rnase2a	0	0	0	0
Rnase2b	0	0	0	0
Rnase4	0	0	0	0
Rnase6	0	0	0	0
Rnase9	0	0	0	0
Rnaseh1	0	0	0	0
Rnaseh2a	0	0	0	0
Rnaseh2b	0	0	0	0
Rnaseh2c	684	798	515	828
Rnasek	0	0	0	0
Rnasel	29	25	64	20
Rnaset2a	0	0	0	0
Rnaset2b	1	6	0	0
Rnd1	129	213	91	48
Rnd2	1	3	0	0
Rnd3	0	0	0	0
Rnf10	861	905	1462	1350
Rnf103	179	154	200	216
Rnf11	0	52	1	0
Rnf111	210	156	279	299
Rnf112	0	0	0	0
Rnf113a1	0	0	0	1
Rnf113a2	0	0	0	0
Rnf114	2235	2623	709	778
Rnf115	0	0	0	0
Rnf121	0	0	0	0
Rnf122	0	0	0	0
Rnf123	3	0	0	1
Rnf125	138	178	131	100
Rnf126	0	0	0	2
Rnf128	0	1	0	0
Rnf13	0	0	0	0
Rnf130	2773	2757	3483	1200
Rnf133	0	0	0	0
Rnf135	2311	2013	2777	1366
Rnf138	161	170	180	34
Rnf138rt1	0	0	0	0
Rnf139	0	0	0	9
Rnf14	0	0	0	0
Rnf141	0	0	0	0
Rnf144a	3	0	0	0
Rnf144b	17	29	30	21
Rnf145	0	0	0	15
Rnf146	0	0	0	0
Rnf148	0	0	0	0
Rnf149	0	0	0	0
Rnf150	0	0	0	0
Rnf151	10	0	1	0
Rnf152	0	0	0	0
Rnf157	964	741	723	410
Rnf165	0	1	0	1
Rnf166	502	267	191	102
Rnf167	0	0	0	0
Rnf168	557	664	239	309
Rnf169	1	0	0	0
Rnf17	556	499	357	493
Rnf170	0	6	5	0
Rnf180	1	3	3	19
Rnf181	0	0	0	0
Rnf182	0	0	0	0
Rnf183	0	0	0	0
Rnf185	65	119	423	596
Rnf186	0	0	0	0
Rnf187	0	0	0	0
Rnf19a	0	0	0	0
Rnf19b	0	1	0	0
Rnf2	0	0	0	1
Rnf20	133	35	42	68
Rnf207	0	0	1	0
Rnf208	0	0	0	0
Rnf214	0	1	0	12
Rnf215	489	667	320	193
Rnf216	0	0	0	0
Rnf217	0	0	0	0
Rnf219	0	0	0	0
Rnf220	0	0	1	1
Rnf222	0	8	0	2
Rnf223	0	0	0	0
Rnf224	2	0	0	0
Rnf24	0	14	0	0
Rnf25	0	0	0	0
Rnf26	11	16	1	2
Rnf31	0	0	0	0
Rnf32	0	0	0	0
Rnf34	4	2	5	6
Rnf38	166	361	216	102
Rnf39	0	0	0	0
Rnf4	0	0	0	0
Rnf40	0	0	0	0
Rnf41	0	3	0	0
Rnf43	0	0	0	0
Rnf44	169	183	38	43
Rnf5	0	0	0	6
Rnf6	0	0	0	0
Rnf7	112	92	121	48
Rnf8	188	123	67	42
Rnft1	248	266	242	282
Rnft2	0	0	0	0
Rngtt	4	7	0	33
Rnh1	0	0	0	6
Rnls	0	0	0	0
Rnmt	0	9	29	43
Rnmtl1	0	0	0	0
Rnpc3	0	0	0	0
Rnpep	0	0	0	0
Rnpepl1	0	1	0	2
Rnps1	0	0	0	0
Rnu11	0	0	0	0
Rnu12	0	0	0	0
Rnu6	0	0	0	0
Rnu7	0	0	0	0
Rnu73b	0	0	0	0
Robo1	0	0	2	0
Robo2	0	0	0	0
Robo3	10	29	14	23
Robo4	0	0	8	1
Rock1	6948	6244	7305	5925
Rock2	412	479	493	306
Rogdi	206	186	167	443
Rom1	0	0	0	3
Romo1	5	3	4	1
Ropn1	0	0	0	0
Ropn1l	24	53	24	3
Ror1	0	0	0	0
Ror2	0	0	0	0
Rora	0	0	3	3
Rorb	11	0	2	20
Rorc	0	0	0	2
Ros1	29	39	18	7
Rp1	0	1	0	0
Rp1l1	8	0	0	4
Rp2h	0	0	0	0
Rp9	0	0	0	1
Rpa1	397	280	229	139
Rpa2	3	0	1	1
Rpa3	0	0	0	0
Rpain	0	0	9	26
Rpap1	145	335	189	99
Rpap2	6	8	13	112
Rpap3	0	0	1	3
Rpe	0	1	0	0
Rpe65	0	0	0	0
Rpf1	0	0	0	0
Rpf2	0	0	0	0
Rpgr	2	0	0	0
Rpgrip1	0	0	0	0
Rpgrip1l	165	49	137	153
Rph3a	102	77	205	46
Rph3al	282	262	89	84
Rpia	9	9	21	3
Rpl10	0	0	0	0
Rpl10a	0	0	0	0
Rpl10l	0	0	0	0
Rpl11	0	0	0	3
Rpl12	0	0	0	0
Rpl13	92	83	77	163
Rpl13a	0	0	0	0
Rpl14	0	0	0	0
Rpl14-ps1	0	0	0	0
Rpl15	0	0	0	0
Rpl17	0	0	0	0
Rpl18	0	0	0	0
Rpl18a	4	0	0	0
Rpl19	0	0	0	0
Rpl21	0	0	0	0
Rpl22	0	0	0	0
Rpl22l1	0	0	0	0
Rpl23	0	0	0	0
Rpl23a	0	0	0	0
Rpl24	1694	1481	1442	1982
Rpl26	2	0	0	0
Rpl27	322	305	181	114
Rpl27a	49	33	40	105
Rpl28	0	0	0	0
Rpl29	0	0	0	0
Rpl3	240	195	294	101
Rpl30	0	0	0	0
Rpl31	0	0	0	0
Rpl31-ps12	0	0	3	1
Rpl32	0	0	0	0
Rpl34	0	0	0	0
Rpl34-ps1	0	0	0	0
Rpl35	22	0	0	0
Rpl35a	2203	2430	2365	3260
Rpl36	0	0	0	0
Rpl36a	0	0	0	0
Rpl36al	0	0	0	0
Rpl37	85	63	45	34
Rpl37a	0	0	0	0
Rpl38	0	0	0	0
Rpl39	0	0	0	0
Rpl39l	0	0	0	0
Rpl3l	213	251	103	144
Rpl4	52	33	17	20
Rpl41	0	0	0	0
Rpl5	0	0	1	0
Rpl6	34	10	15	11
Rpl7	0	0	0	3
Rpl7a	0	0	0	0
Rpl7l1	84	104	38	11
Rpl8	0	0	0	0
Rpl9	0	8	0	0
Rplp0	106	112	137	131
Rplp1	0	1	0	0
Rplp2	0	0	0	0
Rplp2-ps1	0	0	0	0
Rpn1	0	0	0	0
Rpn2	12	12	0	0
Rpp14	0	0	0	0
Rpp21	124	118	126	88
Rpp25	0	0	0	0
Rpp25l	17	4	1	0
Rpp30	0	0	0	0
Rpp38	0	0	1	0
Rpp40	0	0	0	2
Rpph1	0	0	0	0
Rprd1a	3	0	0	0
Rprd1b	0	0	0	0
Rprd2	4	1	4	5
Rprl1	0	0	0	0
Rprl2	0	0	0	0
Rprl3	0	0	0	0
Rprm	0	0	0	0
Rprml	0	0	0	0
Rps10	0	0	0	0
Rps11	0	0	0	0
Rps12	0	0	0	0
Rps13	0	0	0	0
Rps14	0	0	6	0
Rps15	1	0	1	0
Rps15a	0	0	0	0
Rps15a-ps4	0	0	0	0
Rps15a-ps6	0	0	3	0
Rps16	11	38	17	13
Rps17	0	0	0	0
Rps18	3	0	4	5
Rps19	47	44	18	14
Rps19bp1	0	0	0	0
Rps19-ps3	0	1	4	10
Rps2	17	0	0	0
Rps20	0	0	0	0
Rps21	0	0	0	0
Rps23	0	0	0	0
Rps24	0	0	0	0
Rps25	0	0	0	0
Rps26	0	0	0	0
Rps27	4	0	0	0
Rps27a	0	0	0	0
Rps27l	0	0	0	0
Rps27rt	0	0	0	0
Rps28	39	38	20	20
Rps29	0	0	0	0
Rps3	0	0	0	0
Rps3a1	0	0	0	0
Rps4l	0	0	0	0
Rps4x	0	1	0	0
Rps5	0	0	0	0
Rps6	0	0	0	0
Rps6ka1	0	0	0	0
Rps6ka2	0	0	0	4
Rps6ka3	433	364	669	370
Rps6ka4	0	0	0	0
Rps6ka5	3	1	0	3
Rps6ka6	0	0	0	0
Rps6kb1	1097	1117	1110	487
Rps6kb2	964	766	739	508
Rps6kc1	0	2	8	2
Rps6kl1	627	369	292	122
Rps7	0	0	0	0
Rps8	0	0	0	0
Rps9	0	0	0	0
Rpsa	0	0	0	0
Rptn	0	0	0	0
Rptor	201	175	284	225
Rptoros	18	17	30	24
Rpusd1	0	0	0	0
Rpusd2	393	332	413	366
Rpusd3	378	115	325	128
Rpusd4	0	0	0	8
Rqcd1	0	55	35	11
Rrad	0	0	0	0
Rraga	0	0	0	0
Rragb	0	0	0	0
Rragc	0	0	0	0
Rragd	30	0	12	24
Rras	0	0	0	0
Rras2	0	0	0	0
Rrbp1	2	0	0	0
Rreb1	41	0	2	2
Rrh	0	0	0	0
Rrm1	0	0	0	0
Rrm2	0	0	0	0
Rrm2b	50	34	30	93
Rrn3	1163	1053	352	335
Rrnad1	0	0	7	9
Rrp1	0	1	0	0
Rrp12	0	2	7	1
Rrp15	0	0	0	0
Rrp1b	0	0	0	0
Rrp36	0	0	0	0
Rrp7a	1	0	0	0
Rrp8	131	19	0	56
Rrp9	0	0	0	0
Rrs1	0	11	1	0
Rs1	0	0	0	0
Rsad1	0	0	7	0
Rsad2	0	0	0	0
Rsbn1	0	0	7	0
Rsbn1l	0	7	0	0
Rsc1a1	0	0	0	0
Rsf1	82	59	100	119
Rsg1	22	1	5	13
Rsl1	5	0	12	0
Rsl1d1	6022	6042	6497	5352
Rsl24d1	0	0	0	0
Rslcan18	1073	892	1219	905
Rsph1	0	1	0	0
Rsph3a	0	0	0	0
Rsph3b	94	79	48	38
Rsph4a	0	0	0	2
Rsph6a	0	0	0	0
Rsph9	0	0	0	0
Rspo1	0	0	0	0
Rspo2	1	1	19	8
Rspo3	0	0	1	0
Rspo4	0	0	0	0
Rspry1	0	0	0	0
Rsrc1	0	0	3	2
Rsrc2	0	0	1	0
Rsrp1	0	0	1	10
Rsu1	0	1	1	3
Rtbdn	0	0	0	0
Rtca	0	0	1	0
Rtcb	0	0	0	0
Rtdr1	0	0	0	0
Rtel1	472	480	364	236
Rtf1	2	46	135	13
Rtfdc1	0	0	0	0
Rtkn	201	137	135	138
Rtkn2	0	0	0	0
Rtl1	0	0	0	0
Rtn1	20	32	27	10
Rtn2	0	0	0	0
Rtn3	42	89	32	38
Rtn4	38	62	0	0
Rtn4ip1	0	0	0	0
Rtn4r	0	0	0	0
Rtn4rl1	42	8	6	2
Rtn4rl2	1448	1340	1335	910
Rtp1	0	0	0	0
Rtp2	0	0	0	0
Rtp3	0	0	0	0
Rtp4	3255	3927	3512	2845
Rttn	18	23	29	18
Rubie	0	0	0	0
Rufy1	0	0	1	0
Rufy2	0	0	0	0
Rufy3	0	0	0	0
Rufy4	0	0	0	0
Rundc1	237	302	177	58
Rundc3a	130	276	455	500
Rundc3b	995	663	448	161
Runx1	1262	1881	1080	1430
Runx1t1	0	0	0	0
Runx2	9	15	0	7
Runx3	0	1	0	0
Rusc1	0	0	0	0
Rusc2	0	0	0	0
Ruvbl1	122	159	166	49
Ruvbl2	0	0	0	0
Rwdd1	181	147	127	54
Rwdd2a	0	0	0	0
Rwdd2b	198	395	401	297
Rwdd3	0	0	0	0
Rwdd4a	1	0	0	0
Rxfp1	0	0	0	0
Rxfp2	0	0	0	4
Rxfp3	0	0	0	0
Rxfp4	0	1	1	0
Rxra	0	1	0	1
Rxrb	0	0	0	0
Rxrg	117	101	83	57
Rybp	0	73	0	18
Ryk	0	0	0	0
Ryr1	2535	2233	1845	1202
Ryr2	1	0	0	0
Ryr3	5	0	0	0
S100a1	0	0	0	0
S100a10	0	0	0	0
S100a11	0	0	0	0
S100a13	0	0	0	0
S100a14	0	0	0	0
S100a16	0	0	0	0
S100a2	0	0	0	0
S100a3	0	0	0	0
S100a4	0	0	0	0
S100a5	0	0	0	0
S100a6	0	0	0	0
S100a7a	0	0	0	0
S100a8	0	0	0	0
S100a9	0	0	0	0
S100b	9	28	27	11
S100g	0	0	0	0
S100pbp	54	46	23	11
S100z	0	0	0	0
S1pr1	19	8	3	26
S1pr2	74	50	20	20
S1pr3	0	0	0	0
S1pr4	0	0	0	0
S1pr5	0	0	15	4
Saa1	0	0	0	0
Saa2	0	1	0	0
Saa3	0	0	0	0
Saa4	22	0	186	2
Saal1	0	0	0	0
Sac3d1	752	659	389	704
Sacm1l	0	0	0	16
Sacs	0	0	0	0
Sae1	0	0	0	0
Safb	1	3	0	0
Safb2	9	12	5	1
Sag	330	280	170	153
Sall1	0	0	0	0
Sall2	0	0	0	0
Sall3	183	150	62	49
Sall4	7	1	1	1
Samd1	0	0	0	0
Samd10	69	71	16	38
Samd11	0	0	0	0
Samd12	0	0	0	0
Samd14	0	0	0	0
Samd15	6	0	0	0
Samd3	0	0	0	0
Samd4	2	0	0	0
Samd4b	359	451	339	183
Samd5	0	0	0	0
Samd7	0	0	14	0
Samd8	10	0	2	12
Samd9l	1	0	0	0
Samhd1	1494	1704	1109	892
Samm50	0	0	0	0
Samsn1	3530	2313	2075	2473
Samt1	0	0	0	0
Samt2	0	0	0	0
Samt3	0	0	0	0
Samt4	0	0	0	0
Sap130	0	1	0	0
Sap18	0	0	0	0
Sap25	0	0	0	0
Sap30	0	0	0	0
Sap30bp	36	41	16	6
Sap30l	0	0	0	0
Sapcd1	0	0	0	0
Sapcd2	377	450	266	253
Sar1a	0	0	0	0
Sar1b	0	0	0	2
Sardh	0	0	0	1
Sarm1	56	18	105	101
Sarnp	0	0	0	0
Sars	47	17	10	0
Sars2	160	240	91	55
Sart1	2410	2710	1319	962
Sart3	0	0	0	0
Sash1	0	0	0	0
Sash3	0	0	0	2
Sass6	101	60	33	65
Sat1	0	0	0	0
Sat2	0	0	0	0
Satb1	0	0	0	0
Satb2	0	0	0	0
Satl1	0	0	0	0
Sav1	0	0	0	0
Saysd1	0	0	1	0
Sbds	42	37	26	42
Sbf1	240	453	168	118
Sbf2	0	0	0	0
Sbk1	0	0	0	0
Sbk2	172	214	125	115
Sbk3	173	199	151	167
Sbno1	657	608	1362	878
Sbno2	872	1050	447	531
Sbp	760	806	476	868
Sbpl	329	315	174	111
Sbsn	0	0	5	0
